04_40_40_1000_UDS_05
RE: 1000.000000
ITERACTIONS: 1280
VARIABLES = "X", "Y", "U", "V", "P"
0.687500,0.637500,-0.163776,-0.198333,0.001641
0.712500,0.637500,-0.158740,-0.221047,0.001861
0.737500,0.637500,-0.151939,-0.241454,0.002071
0.762500,0.637500,-0.143092,-0.258730,0.002270
0.787500,0.637500,-0.131989,-0.271869,0.002449
0.812500,0.637500,-0.118542,-0.279689,0.002605
0.837500,0.637500,-0.102845,-0.280858,0.002728
0.862500,0.637500,-0.085244,-0.273943,0.002811
0.887500,0.637500,-0.066396,-0.257508,0.002845
0.912500,0.637500,-0.047312,-0.230240,0.002822
0.937500,0.637500,-0.029361,-0.191111,0.002733
0.962500,0.637500,-0.014227,-0.139550,0.002574
0.987500,0.637500,-0.003796,-0.075597,0.002342
0.012500,0.662500,-0.004218,0.084044,-0.002958
0.037500,0.662500,-0.015669,0.153714,-0.003205
0.062500,0.662500,-0.031964,0.208861,-0.003364
0.087500,0.662500,-0.050845,0.249615,-0.003440
0.112500,0.662500,-0.070359,0.276878,-0.003439
0.137500,0.662500,-0.088987,0.292087,-0.003373
0.162500,0.662500,-0.105688,0.296974,-0.003252
0.187500,0.662500,-0.119865,0.293351,-0.003088
0.212500,0.662500,-0.131293,0.282949,-0.002892
0.237500,0.662500,-0.140024,0.267327,-0.002673
0.262500,0.662500,-0.146301,0.247813,-0.002438
0.287500,0.662500,-0.150476,0.225493,-0.002193
0.312500,0.662500,-0.152949,0.201226,-0.001943
0.337500,0.662500,-0.154127,0.175666,-0.001690
0.362500,0.662500,-0.154394,0.149293,-0.001437
0.387500,0.662500,-0.154088,0.122443,-0.001185
0.412500,0.662500,-0.153497,0.095340,-0.000935
0.437500,0.662500,-0.152852,0.068122,-0.000687
0.462500,0.662500,-0.152325,0.040864,-0.000440
0.487500,0.662500,-0.152031,0.013599,-0.000194
0.512500,0.662500,-0.152026,-0.013667,0.000052
0.537500,0.662500,-0.152310,-0.040934,0.000298
0.562500,0.662500,-0.152827,-0.068194,0.000545
0.587500,0.662500,-0.153463,-0.095414,0.000793
0.612500,0.662500,-0.154043,-0.122521,0.001043
0.637500,0.662500,-0.154339,-0.149375,0.001295
0.662500,0.662500,-0.154062,-0.175752,0.001548
0.687500,0.662500,-0.152873,-0.201316,0.001801
0.712500,0.662500,-0.150389,-0.225584,0.002052
0.737500,0.662500,-0.146204,-0.247904,0.002297
0.762500,0.662500,-0.139917,-0.267415,0.002532
0.787500,0.662500,-0.131176,-0.283029,0.002751
0.812500,0.662500,-0.119740,-0.293415,0.002947
0.837500,0.662500,-0.105556,-0.297016,0.003111
0.862500,0.662500,-0.088852,-0.292094,0.003232
0.887500,0.662500,-0.070225,-0.276836,0.003298
0.912500,0.662500,-0.050721,-0.249506,0.003298
0.937500,0.662500,-0.031858,-0.208663,0.003223
0.962500,0.662500,-0.015593,-0.153402,0.003063
0.987500,0.662500,-0.004190,-0.083585,0.002815
0.012500,0.687500,-0.004686,0.092947,-0.003516
0.037500,0.687500,-0.017262,0.168835,-0.003780
0.062500,0.687500,-0.034788,0.227560,-0.003937
0.087500,0.687500,-0.054526,0.269535,-0.003992
0.112500,0.687500,-0.074200,0.296145,-0.003957
0.137500,0.687500,-0.092144,0.309393,-0.003846
0.162500,0.687500,-0.107328,0.311554,-0.003677
0.187500,0.687500,-0.119277,0.304897,-0.003462
0.212500,0.687500,-0.127945,0.291500,-0.003217
0.237500,0.687500,-0.133587,0.273152,-0.002950
0.262500,0.687500,-0.136633,0.251314,-0.002672
0.287500,0.687500,-0.137600,0.227135,-0.002389
0.312500,0.687500,-0.137020,0.201480,-0.002104
0.337500,0.687500,-0.135398,0.174972,-0.001821
0.362500,0.687500,-0.133186,0.148044,-0.001542
0.387500,0.687500,-0.130772,0.120974,-0.001267
0.412500,0.687500,-0.128472,0.093921,-0.000996
0.437500,0.687500,-0.126535,0.066962,-0.000729
0.462500,0.687500,-0.125144,0.040109,-0.000464
0.487500,0.687500,-0.124418,0.013336,-0.000202
0.512500,0.687500,-0.124414,-0.013410,0.000060
0.537500,0.687500,-0.125134,-0.040184,0.000322
0.562500,0.687500,-0.126518,-0.067039,0.000587
0.587500,0.687500,-0.128448,-0.094002,0.000854
0.612500,0.687500,-0.130741,-0.121058,0.001125
0.637500,0.687500,-0.133148,-0.148133,0.001400
0.662500,0.687500,-0.135352,-0.175066,0.001680
0.687500,0.687500,-0.136967,-0.201577,0.001963
0.712500,0.687500,-0.137539,-0.227235,0.002248
0.737500,0.687500,-0.136564,-0.251414,0.002532
0.762500,0.687500,-0.133510,-0.273248,0.002810
0.787500,0.687500,-0.127861,-0.291589,0.003076
0.812500,0.687500,-0.119186,-0.304970,0.003322
0.837500,0.687500,-0.107232,-0.311602,0.003536
0.862500,0.687500,-0.092045,-0.309403,0.003706
0.887500,0.687500,-0.074100,-0.296102,0.003817
0.912500,0.687500,-0.054432,-0.269418,0.003852
0.937500,0.687500,-0.034706,-0.227345,0.003797
0.962500,0.687500,-0.017203,-0.168493,0.003640
0.987500,0.687500,-0.004664,-0.092440,0.003374
0.012500,0.712500,-0.005259,0.102892,-0.004182
0.037500,0.712500,-0.019168,0.185374,-0.004464
0.062500,0.712500,-0.038039,0.247417,-0.004611
0.087500,0.712500,-0.058515,0.289891,-0.004634
0.112500,0.712500,-0.077947,0.314893,-0.004549
0.137500,0.712500,-0.094555,0.325198,-0.004380
0.162500,0.712500,-0.107397,0.323777,-0.004146
0.187500,0.712500,-0.116211,0.313439,-0.003868
0.212500,0.712500,-0.121217,0.296635,-0.003561
0.237500,0.712500,-0.122932,0.275374,-0.003240
0.262500,0.712500,-0.122013,0.251221,-0.002913
0.287500,0.712500,-0.119157,0.225342,-0.002586
0.312500,0.712500,-0.115027,0.198566,-0.002264
0.337500,0.712500,-0.110217,0.171457,-0.001949
0.362500,0.712500,-0.105236,0.144370,-0.001643
0.387500,0.712500,-0.100501,0.117502,-0.001344
0.412500,0.712500,-0.096344,0.090939,-0.001053
0.437500,0.712500,-0.093016,0.064684,-0.000768
0.462500,0.712500,-0.090701,0.038684,-0.000487
0.487500,0.712500,-0.089513,0.012850,-0.000209
0.512500,0.712500,-0.089511,-0.012927,0.000067
0.537500,0.712500,-0.090695,-0.038762,0.000345
0.562500,0.712500,-0.093006,-0.064764,0.000626
0.587500,0.712500,-0.096330,-0.091023,0.000911
0.612500,0.712500,-0.100483,-0.117590,0.001203
0.637500,0.712500,-0.105214,-0.144463,0.001501
0.662500,0.712500,-0.110191,-0.171555,0.001808
0.687500,0.712500,-0.114996,-0.198668,0.002123
0.712500,0.712500,-0.119122,-0.225447,0.002445
0.737500,0.712500,-0.121974,-0.251327,0.002772
0.762500,0.712500,-0.122888,-0.275477,0.003100
0.787500,0.712500,-0.121169,-0.296730,0.003422
0.812500,0.712500,-0.116158,-0.313518,0.003728
0.837500,0.712500,-0.107340,-0.323830,0.004006
0.862500,0.712500,-0.094494,-0.325212,0.004240
0.887500,0.712500,-0.077885,-0.314851,0.004410
0.912500,0.712500,-0.058455,-0.289771,0.004495
0.937500,0.712500,-0.037986,-0.247193,0.004472
0.962500,0.712500,-0.019129,-0.185011,0.004325
0.987500,0.712500,-0.005244,-0.102350,0.004042
0.012500,0.737500,-0.005977,0.114127,-0.004983
0.037500,0.737500,-0.021488,0.203558,-0.005284
0.062500,0.737500,-0.041803,0.268419,-0.005411
0.087500,0.737500,-0.062769,0.310332,-0.005383
0.112500,0.737500,-0.081333,0.332448,-0.005228
0.137500,0.737500,-0.095681,0.338599,-0.004977
0.162500,0.737500,-0.105088,0.332626,-0.004660
0.187500,0.737500,-0.109640,0.317957,-0.004301
0.212500,0.737500,-0.109926,0.297412,-0.003922
0.237500,0.737500,-0.106788,0.273176,-0.003535
0.262500,0.737500,-0.101142,0.246857,-0.003152
0.287500,0.737500,-0.093866,0.219577,-0.002778
0.312500,0.737500,-0.085741,0.192080,-0.002417
0.337500,0.737500,-0.077427,0.164824,-0.002069
0.362500,0.737500,-0.069461,0.138059,-0.001735
0.387500,0.737500,-0.062266,0.111886,-0.001414
0.412500,0.737500,-0.056166,0.086301,-0.001104
0.437500,0.737500,-0.051400,0.061232,-0.000802
0.462500,0.737500,-0.048135,0.036558,-0.000507
0.487500,0.737500,-0.046477,0.012133,-0.000216
0.512500,0.737500,-0.046477,-0.012209,0.000074
0.537500,0.737500,-0.048134,-0.036636,0.000365
0.562500,0.737500,-0.051398,-0.061312,0.000661
0.587500,0.737500,-0.056163,-0.086385,0.000962
0.612500,0.737500,-0.062262,-0.111974,0.001273
0.637500,0.737500,-0.069456,-0.138153,0.001594
0.662500,0.737500,-0.077421,-0.164923,0.001928
0.687500,0.737500,-0.085734,-0.192183,0.002276
0.712500,0.737500,-0.093858,-0.219684,0.002638
0.737500,0.737500,-0.101133,-0.246965,0.003012
0.762500,0.737500,-0.106778,-0.273282,0.003396
0.787500,0.737500,-0.109914,-0.297510,0.003783
0.812500,0.737500,-0.109626,-0.318040,0.004162
0.837500,0.737500,-0.105071,-0.332684,0.004521
0.862500,0.737500,-0.095661,-0.338618,0.004839
0.887500,0.737500,-0.081311,-0.332409,0.005090
0.912500,0.737500,-0.062746,-0.310213,0.005245
0.937500,0.737500,-0.041780,-0.268191,0.005273
0.962500,0.737500,-0.021470,-0.203185,0.005146
0.987500,0.737500,-0.005970,-0.113565,0.004846
0.012500,0.762500,-0.006894,0.126998,-0.005962
0.037500,0.762500,-0.024346,0.223649,-0.006277
0.062500,0.762500,-0.046148,0.290443,-0.006365
0.087500,0.762500,-0.067132,0.330257,-0.006259
0.112500,0.762500,-0.083857,0.347811,-0.006002
0.137500,0.762500,-0.094639,0.348365,-0.005640
0.162500,0.762500,-0.099185,0.336816,-0.005214
0.187500,0.762500,-0.098106,0.317242,-0.004756
0.212500,0.762500,-0.092477,0.292785,-0.004289
0.237500,0.762500,-0.083522,0.265713,-0.003828
0.262500,0.762500,-0.072423,0.237578,-0.003383
0.287500,0.762500,-0.060218,0.209378,-0.002958
0.312500,0.762500,-0.047768,0.181707,-0.002556
0.337500,0.762500,-0.035757,0.154875,-0.002175
0.362500,0.762500,-0.024712,0.129000,-0.001815
0.387500,0.762500,-0.015028,0.104069,-0.001473
0.412500,0.762500,-0.006993,0.079986,-0.001146
0.437500,0.762500,-0.000811,0.056602,-0.000830
0.462500,0.762500,0.003380,0.033735,-0.000523
0.487500,0.762500,0.005495,0.011185,-0.000221
0.512500,0.762500,0.005494,-0.011259,0.000079
0.537500,0.762500,0.003377,-0.033810,0.000381
0.562500,0.762500,-0.000815,-0.056680,0.000689
0.587500,0.762500,-0.006999,-0.080067,0.001004
0.612500,0.762500,-0.015036,-0.104155,0.001332
0.637500,0.762500,-0.024722,-0.129091,0.001674
0.662500,0.762500,-0.035770,-0.154972,0.002035
0.687500,0.762500,-0.047783,-0.181808,0.002415
0.712500,0.762500,-0.060236,-0.209483,0.002818
0.737500,0.762500,-0.072443,-0.237685,0.003243
0.762500,0.762500,-0.083545,-0.265819,0.003689
0.787500,0.762500,-0.092501,-0.292884,0.004150
0.812500,0.762500,-0.098131,-0.317327,0.004618
0.837500,0.762500,-0.099210,-0.336877,0.005077
0.862500,0.762500,-0.094661,-0.348388,0.005503
0.887500,0.762500,-0.083876,-0.347778,0.005865
0.912500,0.762500,-0.067147,-0.330144,0.006122
0.937500,0.762500,-0.046157,-0.290221,0.006229
0.962500,0.762500,-0.024350,-0.223278,0.006141
0.987500,0.762500,-0.006895,-0.126431,0.005826
0.012500,0.787500,-0.008090,0.141981,-0.007176
0.037500,0.787500,-0.027897,0.245924,-0.007498
0.062500,0.787500,-0.051079,0.313151,-0.007514
0.087500,0.787500,-0.071206,0.348661,-0.007285
0.112500,0.787500,-0.084587,0.359513,-0.006881
0.137500,0.787500,-0.089984,0.352843,-0.006368
0.162500,0.787500,-0.087851,0.334753,-0.005802
0.187500,0.787500,-0.079545,0.309922,-0.005220
0.212500,0.787500,-0.066739,0.281671,-0.004650
0.237500,0.787500,-0.051060,0.252196,-0.004105
0.262500,0.787500,-0.033922,0.222860,-0.003593
0.287500,0.787500,-0.016463,0.194435,-0.003115
0.312500,0.787500,0.000443,0.167297,-0.002673
0.337500,0.787500,0.016149,0.141571,-0.002261
0.362500,0.787500,0.030190,0.117221,-0.001877
0.387500,0.787500,0.042242,0.094116,-0.001517
0.412500,0.787500,0.052083,0.072067,-0.001176
0.437500,0.787500,0.059566,0.050859,-0.000850
0.462500,0.787500,0.064599,0.030258,-0.000534
0.487500,0.787500,0.067127,0.010023,-0.000225
0.512500,0.787500,0.067125,-0.010091,0.000083
0.537500,0.787500,0.064593,-0.030328,0.000393
0.562500,0.787500,0.059556,-0.050931,0.000708
0.587500,0.787500,0.052068,-0.072143,0.001035
0.612500,0.787500,0.042223,-0.094196,0.001376
0.637500,0.787500,0.030165,-0.117306,0.001737
0.662500,0.787500,0.016119,-0.141662,0.002121
0.687500,0.787500,0.000407,-0.167393,0.002533
0.712500,0.787500,-0.016505,-0.194535,0.002976
0.737500,0.787500,-0.033971,-0.222963,0.003454
0.762500,0.787500,-0.051114,-0.252298,0.003966
0.787500,0.787500,-0.066798,-0.281767,0.004512
0.812500,0.787500,-0.079608,-0.310007,0.005083
0.837500,0.787500,-0.087915,-0.334815,0.005665
0.862500,0.787500,-0.090048,-0.352870,0.006232
0.887500,0.787500,-0.084647,-0.359487,0.006745
0.912500,0.787500,-0.071260,-0.348558,0.007150
0.937500,0.787500,-0.051121,-0.312941,0.007380
0.962500,0.787500,-0.027925,-0.245567,0.007363
0.987500,0.787500,-0.008099,-0.141428,0.007042
0.012500,0.812500,-0.009673,0.159743,-0.008717
0.037500,0.812500,-0.032302,0.270597,-0.009022
0.062500,0.812500,-0.056405,0.335763,-0.008910
0.087500,0.812500,-0.074100,0.363872,-0.008487
0.112500,0.812500,-0.081831,0.365415,-0.007867
0.137500,0.812500,-0.079365,0.349873,-0.007150
0.162500,0.812500,-0.068336,0.324562,-0.006404
0.187500,0.812500,-0.051079,0.294552,-0.005674
0.212500,0.812500,-0.029917,0.263076,-0.004985
0.237500,0.812500,-0.006832,0.232031,-0.004349
0.262500,0.812500,0.016637,0.202423,-0.003767
0.287500,0.812500,0.039359,0.174694,-0.003239
0.312500,0.812500,0.060548,0.148947,-0.002758
0.337500,0.812500,0.079674,0.125093,-0.002319
0.362500,0.812500,0.096396,0.102940,-0.001916
0.387500,0.812500,0.110503,0.082242,-0.001542
0.412500,0.812500,0.121872,0.062735,-0.001192
0.437500,0.812500,0.130434,0.044150,-0.000859
0.462500,0.812500,0.136153,0.026218,-0.000539
0.487500,0.812500,0.139015,0.008676,-0.000226
0.512500,0.812500,0.139012,-0.008737,0.000084
0.537500,0.812500,0.136144,-0.026280,0.000397
0.562500,0.812500,0.130418,-0.044214,0.000718
0.587500,0.812500,0.121850,-0.062802,0.001050
0.612500,0.812500,0.110474,-0.082313,0.001401
0.637500,0.812500,0.096358,-0.103016,0.001775
0.662500,0.812500,0.079628,-0.125175,0.002179
0.687500,0.812500,0.060494,-0.149034,0.002618
0.712500,0.812500,0.039296,-0.174785,0.003100
0.737500,0.812500,0.016564,-0.202517,0.003629
0.762500,0.812500,-0.006913,-0.232125,0.004211
0.787500,0.812500,-0.030007,-0.263166,0.004848
0.812500,0.812500,-0.051175,-0.294633,0.005537
0.837500,0.812500,-0.068437,-0.324623,0.006268
0.862500,0.812500,-0.079468,-0.349903,0.007015
0.887500,0.812500,-0.081931,-0.365396,0.007733
0.912500,0.812500,-0.074191,-0.363782,0.008353
0.937500,0.812500,-0.056480,-0.335571,0.008777
0.962500,0.812500,-0.032354,-0.270266,0.008890
0.987500,0.812500,-0.009692,-0.159221,0.008586
0.012500,0.837500,-0.011792,0.181209,-0.010729
0.037500,0.837500,-0.037644,0.297613,-0.010965
0.062500,0.837500,-0.061439,0.356645,-0.010617
0.087500,0.837500,-0.073916,0.373162,-0.009884
0.112500,0.837500,-0.072556,0.362498,-0.008953
0.137500,0.837500,-0.059006,0.336776,-0.007960
0.162500,0.837500,-0.036594,0.304220,-0.006990
0.187500,0.837500,-0.008777,0.269822,-0.006087
0.212500,0.837500,0.021554,0.236316,-0.005269
0.237500,0.837500,0.052249,0.205013,-0.004538
0.262500,0.837500,0.081831,0.176394,-0.003890
0.287500,0.837500,0.109348,0.150487,-0.003314
0.312500,0.837500,0.134224,0.127092,-0.002802
0.337500,0.837500,0.156142,0.105909,-0.002342
0.362500,0.837500,0.174943,0.086605,-0.001925
0.387500,0.837500,0.190570,0.068846,-0.001544
0.412500,0.837500,0.203021,0.052315,-0.001189
0.437500,0.837500,0.212318,0.036714,-0.000856
0.462500,0.837500,0.218493,0.021763,-0.000536
0.487500,0.837500,0.221571,0.007195,-0.000225
0.512500,0.837500,0.221568,-0.007246,0.000083
0.537500,0.837500,0.218482,-0.021815,0.000395
0.562500,0.837500,0.212299,-0.036768,0.000714
0.587500,0.837500,0.202993,-0.052372,0.001048
0.612500,0.837500,0.190533,-0.068907,0.001403
0.637500,0.837500,0.174897,-0.086670,0.001785
0.662500,0.837500,0.156085,-0.105980,0.002202
0.687500,0.837500,0.134156,-0.127167,0.002662
0.712500,0.837500,0.109268,-0.150567,0.003175
0.737500,0.837500,0.081739,-0.176477,0.003751
0.762500,0.837500,0.052145,-0.205097,0.004400
0.787500,0.837500,0.021439,-0.236398,0.005132
0.812500,0.837500,-0.008903,-0.269896,0.005951
0.837500,0.837500,-0.036727,-0.304278,0.006854
0.862500,0.837500,-0.059143,-0.336806,0.007826
0.887500,0.837500,-0.072691,-0.362486,0.008820
0.912500,0.837500,-0.074042,-0.373087,0.009752
0.937500,0.837500,-0.061545,-0.356478,0.010486
0.962500,0.837500,-0.037719,-0.297317,0.010835
0.987500,0.837500,-0.011820,-0.180735,0.010599
0.012500,0.862500,-0.014599,0.207599,-0.013450
0.037500,0.862500,-0.043649,0.326124,-0.013492
0.062500,0.862500,-0.064274,0.372554,-0.012709
0.087500,0.862500,-0.066760,0.372217,-0.011480
0.112500,0.862500,-0.051410,0.346733,-0.010100
0.137500,0.862500,-0.022963,0.310546,-0.008747
0.162500,0.862500,0.013166,0.271911,-0.007508
0.187500,0.862500,0.052534,0.234948,-0.006414
0.212500,0.862500,0.092029,0.201366,-0.005464
0.237500,0.862500,0.129692,0.171608,-0.004645
0.262500,0.862500,0.164401,0.145511,-0.003939
0.287500,0.862500,0.195590,0.122668,-0.003327
0.312500,0.862500,0.223032,0.102596,-0.002792
0.337500,0.862500,0.246695,0.084827,-0.002321
0.362500,0.862500,0.266654,0.068931,-0.001899
0.387500,0.862500,0.283024,0.054526,-0.001518
0.412500,0.862500,0.295935,0.041277,-0.001167
0.437500,0.862500,0.305504,0.028889,-0.000838
0.462500,0.862500,0.311827,0.017094,-0.000525
0.487500,0.862500,0.314969,0.005646,-0.000221
0.512500,0.862500,0.314965,-0.005687,0.000080
0.537500,0.862500,0.311814,-0.017135,0.000384
0.562500,0.862500,0.305483,-0.028932,0.000697
0.587500,0.862500,0.295904,-0.041323,0.001026
0.612500,0.862500,0.282983,-0.054575,0.001377
0.637500,0.862500,0.266602,-0.068984,0.001759
0.662500,0.862500,0.246631,-0.084885,0.002181
0.687500,0.862500,0.222955,-0.102658,0.002653
0.712500,0.862500,0.195499,-0.122733,0.003188
0.737500,0.862500,0.164296,-0.145580,0.003801
0.762500,0.862500,0.129572,-0.171679,0.004508
0.787500,0.862500,0.091895,-0.201436,0.005328
0.812500,0.862500,0.052387,-0.235012,0.006279
0.837500,0.862500,0.013009,-0.271962,0.007374
0.862500,0.862500,-0.023127,-0.310575,0.008614
0.887500,0.862500,-0.051573,-0.346728,0.009968
0.912500,0.862500,-0.066914,-0.372158,0.011349
0.937500,0.862500,-0.064407,-0.372417,0.012580
0.962500,0.862500,-0.043744,-0.325874,0.013364
0.987500,0.862500,-0.014635,-0.207191,0.013323
0.012500,0.887500,-0.018087,0.240285,-0.017300
0.037500,0.887500,-0.048818,0.353219,-0.016846
0.062500,0.887500,-0.060087,0.377354,-0.015247
0.087500,0.887500,-0.044818,0.354635,-0.013227
0.112500,0.887500,-0.009191,0.313339,-0.011219
0.137500,0.887500,0.037796,0.268508,-0.009420
0.162500,0.887500,0.088856,0.226763,-0.007883
0.187500,0.887500,0.139280,0.190306,-0.006597
0.212500,0.887500,0.186460,0.159336,-0.005529
0.237500,0.887500,0.229168,0.133271,-0.004640
0.262500,0.887500,0.266985,0.111325,-0.003894
0.287500,0.887500,0.299925,0.092729,-0.003262
0.312500,0.887500,0.328207,0.076815,-0.002720
0.337500,0.887500,0.352129,0.063026,-0.002249
0.362500,0.887500,0.372002,0.050905,-0.001834
0.387500,0.887500,0.388111,0.040076,-0.001462
0.412500,0.887500,0.400701,0.030229,-0.001121
0.437500,0.887500,0.409970,0.021102,-0.000805
0.462500,0.887500,0.416065,0.012465,-0.000505
0.487500,0.887500,0.419087,0.004114,-0.000215
0.512500,0.887500,0.419083,-0.004144,0.000073
0.537500,0.887500,0.416052,-0.012496,0.000364
0.562500,0.887500,0.409948,-0.021134,0.000664
0.587500,0.887500,0.400669,-0.030264,0.000980
0.612500,0.887500,0.388069,-0.040113,0.001321
0.637500,0.887500,0.371949,-0.050944,0.001694
0.662500,0.887500,0.352063,-0.063069,0.002110
0.687500,0.887500,0.328127,-0.076862,0.002581
0.712500,0.887500,0.299830,-0.092780,0.003123
0.737500,0.887500,0.266874,-0.111378,0.003756
0.762500,0.887500,0.229041,-0.133326,0.004503
0.787500,0.887500,0.186317,-0.159390,0.005393
0.812500,0.887500,0.139122,-0.190358,0.006463
0.837500,0.887500,0.088685,-0.226805,0.007749
0.862500,0.887500,0.037617,-0.268534,0.009288
0.887500,0.887500,-0.009373,-0.313338,0.011088
0.912500,0.887500,-0.044992,-0.354592,0.013097
0.937500,0.887500,-0.060239,-0.377248,0.015119
0.962500,0.887500,-0.048929,-0.353022,0.016720
0.987500,0.887500,-0.018129,-0.239956,0.017176
0.012500,0.912500,-0.021337,0.279709,-0.023057
0.037500,0.912500,-0.047783,0.370972,-0.021344
0.062500,0.912500,-0.037192,0.360280,-0.018207
0.087500,0.912500,0.007118,0.312131,-0.014960
0.112500,0.912500,0.069253,0.258083,-0.012131
0.137500,0.912500,0.136197,0.209835,-0.009831
0.162500,0.912500,0.200471,0.170104,-0.008006
0.187500,0.912500,0.258702,0.138312,-0.006564
0.212500,0.912500,0.309846,0.113009,-0.005415
0.237500,0.912500,0.353989,0.092751,-0.004491
0.262500,0.912500,0.391680,0.076342,-0.003735
0.287500,0.912500,0.423599,0.062858,-0.003107
0.312500,0.912500,0.450410,0.051597,-0.002577
0.337500,0.912500,0.472704,0.042031,-0.002123
0.362500,0.912500,0.490977,0.033756,-0.001726
0.387500,0.912500,0.505637,0.026459,-0.001373
0.412500,0.912500,0.517004,0.019892,-0.001052
0.437500,0.912500,0.525323,0.013853,-0.000756
0.462500,0.912500,0.530773,0.008171,-0.000476
0.487500,0.912500,0.533468,0.002694,-0.000205
0.512500,0.912500,0.533464,-0.002714,0.000063
0.537500,0.912500,0.530761,-0.008191,0.000334
0.562500,0.912500,0.525303,-0.013875,0.000615
0.587500,0.912500,0.516974,-0.019915,0.000911
0.612500,0.912500,0.505597,-0.026484,0.001232
0.637500,0.912500,0.490926,-0.033783,0.001586
0.662500,0.912500,0.472640,-0.042061,0.001983
0.687500,0.912500,0.450333,-0.051629,0.002438
0.712500,0.912500,0.423507,-0.062892,0.002969
0.737500,0.912500,0.391573,-0.076379,0.003597
0.762500,0.912500,0.353866,-0.092789,0.004354
0.787500,0.912500,0.309706,-0.113048,0.005280
0.812500,0.912500,0.258545,-0.138349,0.006429
0.837500,0.912500,0.200300,-0.170136,0.007873
0.862500,0.912500,0.136015,-0.209856,0.009699
0.887500,0.912500,0.069067,-0.258085,0.012001
0.912500,0.912500,0.006938,-0.312103,0.014831
0.937500,0.912500,-0.037352,-0.360206,0.018080
0.962500,0.912500,-0.047902,-0.370830,0.021219
0.987500,0.912500,-0.021383,-0.279471,0.022935
0.012500,0.937500,-0.019396,0.320442,-0.032241
0.037500,0.937500,-0.023155,0.360444,-0.027265
0.062500,0.937500,0.031785,0.305279,-0.021278
0.087500,0.937500,0.117182,0.237426,-0.016274
0.112500,0.937500,0.207006,0.180830,-0.012515
0.137500,0.937500,0.288838,0.138314,-0.009767
0.162500,0.937500,0.358981,0.107210,-0.007747
0.187500,0.937500,0.417603,0.084355,-0.006235
0.212500,0.937500,0.466156,0.067272,-0.005079
0.237500,0.937500,0.506284,0.054220,-0.004173
0.262500,0.937500,0.539452,0.044018,-0.003447
0.287500,0.937500,0.566856,0.035862,-0.002854
0.312500,0.937500,0.589444,0.029197,-0.002359
0.337500,0.937500,0.607954,0.023632,-0.001939
0.362500,0.937500,0.622955,0.018885,-0.001574
0.387500,0.937500,0.634884,0.014745,-0.001251
0.412500,0.937500,0.644073,0.011054,-0.000959
0.437500,0.937500,0.650766,0.007682,-0.000691
0.462500,0.937500,0.655136,0.004525,-0.000437
0.487500,0.937500,0.657292,0.001491,-0.000192
0.512500,0.937500,0.657288,-0.001502,0.000050
0.537500,0.937500,0.655125,-0.004536,0.000295
0.562500,0.937500,0.650748,-0.007694,0.000549
0.587500,0.937500,0.644047,-0.011066,0.000818
0.612500,0.937500,0.634850,-0.014759,0.001110
0.637500,0.937500,0.622911,-0.018900,0.001433
0.662500,0.937500,0.607899,-0.023648,0.001799
0.687500,0.937500,0.589378,-0.029215,0.002220
0.712500,0.937500,0.566776,-0.035882,0.002716
0.737500,0.937500,0.539358,-0.044040,0.003310
0.762500,0.937500,0.506176,-0.054243,0.004036
0.787500,0.937500,0.466032,-0.067295,0.004943
0.812500,0.937500,0.417463,-0.084378,0.006101
0.837500,0.937500,0.358827,-0.107230,0.007614
0.862500,0.937500,0.288673,-0.138328,0.009635
0.887500,0.937500,0.206835,-0.180833,0.012386
0.912500,0.937500,0.117014,-0.237411,0.016147
0.937500,0.937500,0.031635,-0.305234,0.021152
0.962500,0.937500,-0.023269,-0.360356,0.027141
0.987500,0.937500,-0.019441,-0.320296,0.032120
0.012500,0.962500,0.009717,0.330122,-0.047959
0.037500,0.962500,0.079814,0.284426,-0.034196
0.062500,0.962500,0.207689,0.198483,-0.023366
0.087500,0.962500,0.332359,0.134157,-0.016345
0.112500,0.962500,0.434102,0.092534,-0.011888
0.137500,0.962500,0.512780,0.066102,-0.008973
0.162500,0.962500,0.573158,0.048903,-0.006979
0.187500,0.962500,0.619934,0.037267,-0.005553
0.212500,0.962500,0.656683,0.029061,-0.004491
0.237500,0.962500,0.685941,0.023048,-0.003674
0.262500,0.962500,0.709476,0.018490,-0.003027
0.287500,0.962500,0.728535,0.014929,-0.002503
0.312500,0.962500,0.744008,0.012071,-0.002068
0.337500,0.962500,0.756541,0.009718,-0.001699
0.362500,0.962500,0.766608,0.007733,-0.001380
0.387500,0.962500,0.774559,0.006019,-0.001098
0.412500,0.962500,0.780651,0.004501,-0.000844
0.437500,0.962500,0.785072,0.003123,-0.000610
0.462500,0.962500,0.787950,0.001837,-0.000389
0.487500,0.962500,0.789368,0.000605,-0.000176
0.512500,0.962500,0.789366,-0.000610,0.000034
0.537500,0.962500,0.787943,-0.001842,0.000247
0.562500,0.962500,0.785059,-0.003127,0.000468
0.587500,0.962500,0.780632,-0.004506,0.000703
0.612500,0.962500,0.774534,-0.006025,0.000957
0.637500,0.962500,0.766576,-0.007739,0.001239
0.662500,0.962500,0.756501,-0.009725,0.001559
0.687500,0.962500,0.743960,-0.012078,0.001928
0.712500,0.962500,0.728477,-0.014938,0.002364
0.737500,0.962500,0.709408,-0.018500,0.002890
0.762500,0.962500,0.685861,-0.023058,0.003537
